theory
2.2628740605088006e-5
1.946225636714205e-5
1.7126679779518264e-5
1.4989110878416894e-5
1.3363696850949066e-5
1.1611866386224217e-5
9.679555126866408e-6
7.563947955832375e-6
6.870367335228885e-6
5.620166441880367e-6
4.262505302202483e-6
3.265416103173949e-6
2.2891667568277534e-6
1.4520348283331223e-6
9.324394692960216e-7
5.872841957676654e-7
1.2924838595548758e-5
1.1390058026054601e-5
8.857336952271146e-6
6.737602126865622e-6
5.140627146933125e-6
3.2923214697960006e-6
2.1221768841489374e-6
1.2942525850827152e-6
8.026102171188434e-7
3.779721757274875e-6
4.802168118101128e-6
6.146837040385182e-6
7.228857184276096e-6
8.710143644209784e-6
8.932903652621619e-6
8.261774849483739e-6
6.820277757501691e-6
2.393780671563044e-6
2.2959311188572146e-6
1.9200400488583856e-6
1.465889168563222e-6
1.1521824824055868e-6
8.539130887552699e-7
5.364056880495669e-7
3.47322885117346e-7
2.1913700823375003e-7
1.348143078918916e-5
1.4609283969344545e-5
1.4944878029303562e-5
1.4296503843930741e-5
1.4435323607683605e-5
1.3638418902750028e-5
1.1514102640173953e-5
9.115171816153905e-6
6.6531596364134095e-6
4.814641374286111e-6
-6.841484090422205e-7
-7.065349650539347e-7
-6.389150449510905e-7
-4.788760761724116e-7
-2.781004692522975e-7
-1.5760524605404283e-7
-7.135361172550108e-8
6.495704361206359e-9
2.6774454865835753e-8
2.6213960957732202e-8
2.284992292288276e-8
1.7941406086372372e-8
1.4214137117415391e-8
1.104003294846208e-8
7.357748761561005e-9
4.928777850087489e-9
3.14518216184517e-9
2.572748374334244e-6
2.7151490135797804e-6
2.556388623828302e-6
2.1555628803773737e-6
1.7197562270611814e-6
1.410829129344617e-6
1.032427938593837e-6
6.924659607476995e-7
4.4664296406700834e-7
2.948793774892666e-7
8.356838408112041e-6
8.887974320879681e-6
8.475361927656e-6
7.068663630786126e-6
5.345138410501765e-6
4.156657693572567e-6
3.0408441850488597e-6
1.8269122939375262e-6
1.138396442551428e-6
6.953151769834199e-7
4.2580086155949736e-7
-1.6473362944924277e-6
-1.939271227668082e-6
-2.1921257104250475e-6
-2.2868675051842024e-6
-2.368356399384285e-6
-2.232680332103217e-6
-1.983502162604933e-6
-1.552322451490622e-6
-5.1464329714967335e-9
-6.35202013661112e-9
-7.77142742971561e-9
-8.784550393043872e-9
-1.0204021353447954e-8
-1.027803344529719e-8
-9.450850048636673e-9
-7.715399035405979e-9
-5.792478931297488e-9
-1.0062245414919798e-6
-1.2368224978426239e-6
-1.5092709828760657e-6
-1.7019500390596306e-6
-1.976711187636098e-6
-1.991240970626808e-6
-1.8297287412550545e-6
-1.4944273147650345e-6
-1.1218576342758863e-6
-8.265846028896159e-7
1.006745051206271e-6
1.0675630810869117e-6
1.0657956514686746e-6
8.798771451595259e-7
6.595105219553235e-7
4.98417765104147e-7
3.8431387754426384e-7
2.1943565551958984e-7
1.4015376244241498e-7
7.805407807478464e-8
4.32382268150192e-8
7.406059324465412e-6
8.299392493806922e-6
8.445312588718286e-6
7.800853667305241e-6
6.346082651399141e-6
4.885438972998322e-6
3.822317741945722e-6
2.46731781684332e-6
1.644303919914282e-6
1.0078209613272336e-6
6.343169997336748e-7
1.6114578150663233e-7
1.2372647387650247e-7
9.063765711304422e-8
6.284959244391214e-8
4.025671464777672e-8
2.5244190146842223e-8
1.5834887706567455e-8
1.0231475829137811e-8
6.809888706119365e-8
5.794583174119809e-8
4.4687855985931315e-8
3.3779684535247154e-8
2.4590831249614598e-8
1.5834747953616497e-8
1.0059357913096528e-8
6.21734276312601e-9
3.909264493753622e-9
2.575011338991364e-8
2.560245813389428e-8
2.2272108958139666e-8
1.7267864285838573e-8
1.3130260410473992e-8
1.0053956815676383e-8
6.268654467287313e-9
4.046653697180967e-9
2.4417367085656385e-9
1.4950894709272473e-9
1.3375378987573374e-8
1.4152719732195229e-8
1.3431287989550651e-8
1.1138117863258586e-8
8.425030329760747e-9
6.553046150086747e-9
4.730000684924242e-9
2.8711843024574698e-9
1.7793312937153244e-9
1.084725217014381e-9
