theory
3.5896565764266565e-9
2.5943181542115636e-9
1.7794022545629416e-9
1.196500790747345e-9
7.899919742709416e-10
5.225371892744333e-10
3.489338869133402e-10
2.361882192477481e-10
1.6158000139786534e-10
1.1055374103083651e-10
7.467935364445948e-11
4.908360513888531e-11
3.109018716539789e-11
1.8908932532846347e-11
1.1024579452460352e-11
4.932372373846248e-9
3.5986130447366266e-9
2.488211648561731e-9
1.6772593150320855e-9
1.101702334924085e-9
7.224375465173616e-10
4.784781803003722e-10
3.223214972459084e-10
2.205192900635049e-10
1.5173466456035043e-10
1.0351201209247847e-10
6.88702651652329e-11
4.417667093317275e-11
2.7168655998917858e-11
1.597153888108059e-11
6.94987912482187e-9
5.1190191013956825e-9
3.5720877207523865e-9
2.4175741243380934e-9
1.5809787287109651e-9
1.02879208240658e-9
6.758528343865919e-10
4.526699335763866e-10
3.093482100686921e-10
2.1379130214506166e-10
1.4713764569146343e-10
9.902418531266731e-11
6.429548797440513e-11
3.997955857742359e-11
2.3703361874300605e-11
6.434688385607521e-9
4.759875656420768e-9
3.3318632008281715e-9
2.271509660787696e-9
1.4972751803353401e-9
9.735418763168475e-10
6.38593479762722e-10
4.257755938660241e-10
2.894577177273379e-10
1.9916655810628843e-10
1.367585003049552e-10
9.207571190655855e-11
5.997791557932826e-11
3.7512302658046436e-11
2.2410755048475375e-11
9.30833793291232e-9
6.951704055345771e-9
4.9141391839453325e-9
3.3700409281706184e-9
2.213804340633466e-9
1.430334557821237e-9
9.312517371867611e-10
6.169118046595247e-10
4.1838774784450903e-10
2.887093608664653e-10
1.9973890777183545e-10
1.358958071897196e-10
8.954592524022779e-11
5.6606313248873466e-11
3.410699978211984e-11
1.3085283082085108e-8
9.936363461425675e-9
7.127029260303678e-9
4.9700621046425305e-9
3.293960188330289e-9
2.1154896682039958e-9
1.3669174497967982e-9
8.939449524411647e-10
5.999397103709175e-10
4.121180508715843e-10
2.8600462385583506e-10
1.965508835598114e-10
1.3148279336535593e-10
8.460935179694212e-11
5.191393845974784e-11
7.250607749127786e-9
5.4397831768533596e-9
3.855020411993662e-9
2.6560586542039726e-9
1.7690042947972245e-9
1.155748320803051e-9
7.542337291841645e-10
4.993815314407936e-10
3.364748727291188e-10
2.3005810843687717e-10
1.5768982420987382e-10
1.0651875110983893e-10
6.994186394773708e-11
4.426292698145046e-11
2.6831733514041622e-11
1.0536683570154449e-8
7.96527886346435e-9
5.689431097616182e-9
3.939414289041956e-9
2.6122550429288018e-9
1.6940062865065448e-9
1.0982752377636928e-9
7.229974178238772e-10
4.863892323680608e-10
3.336829072735322e-10
2.3044988435147742e-10
1.5722596677240571e-10
1.0431294381284477e-10
6.660770549260282e-11
4.062920863244122e-11
1.5123312830926023e-8
1.1626564217200996e-8
8.418273684199698e-9
5.925987715492357e-9
3.9694086904426835e-9
2.5555116266783384e-9
1.645511880417317e-9
1.0691497230323938e-9
7.117950795599308e-10
4.859573169194186e-10
3.3654667686551135e-10
2.3186666571206065e-10
1.5613230939096393e-10
1.0144341449047737e-10
6.296513351554907e-11
1.7977019038193803e-8
1.4056343370703728e-8
1.0307057517816954e-8
7.337047744981474e-9
4.986086899936186e-9
3.232365172835413e-9
2.072646469075452e-9
1.3378462406592827e-9
8.813725606687578e-10
5.962374612103393e-10
4.1104814377504415e-10
2.83564521094331e-10
1.9225183023369938e-10
1.263148099893717e-10
7.9518080588494e-11
8.434356469889597e-9
6.4853060574931775e-9
4.704521094769772e-9
3.3035771590527504e-9
2.24014205189087e-9
1.487688952150091e-9
9.720550647135572e-10
6.370297812903256e-10
4.2317961776747416e-10
2.8523741929235513e-10
1.937678968785253e-10
1.3075136768270732e-10
8.648701362825573e-11
5.5562092471957094e-11
3.44103435780796e-11
1.218724234189676e-8
9.390311091405387e-9
6.825009151816908e-9
4.7963813197385845e-9
3.227998995474676e-9
2.1189122609431487e-9
1.3736483899743458e-9
8.971443492517467e-10
5.964486217433499e-10
4.045203743446637e-10
2.774279174201956e-10
1.8917186340951802e-10
1.2627096666870076e-10
8.159444436634307e-11
5.0605212869027094e-11
1.7659350486077955e-8
1.3777640193276542e-8
1.009017924817582e-8
7.177113952431787e-9
4.867433315860463e-9
3.1527984893595217e-9
2.025099750059515e-9
1.3078350191321892e-9
8.627516449025798e-10
5.842250439586535e-10
4.0289571061076736e-10
2.7782977293656275e-10
1.8816964369504977e-10
1.2344881915938914e-10
7.757688579336226e-11
2.1846676661847874e-8
1.745679050894321e-8
1.3019355542423615e-8
9.390425377350557e-9
6.489100934549972e-9
4.264278389363806e-9
2.728320151416827e-9
1.751152662987882e-9
1.1394112630928117e-9
7.612846717801783e-10
5.205265605718292e-10
3.5853444561875726e-10
2.444063376940835e-10
1.6241218843114048e-10
1.0385513751972585e-10
2.899267593717624e-8
2.4117504724007108e-8
1.86332266891866e-8
1.377352913763461e-8
9.761510851132164e-9
6.622237580795645e-9
4.283930209152142e-9
2.729257891261178e-9
1.7469480307947321e-9
1.1405711868043056e-9
7.639444135145169e-10
5.203301134721882e-10
3.550806185182444e-10
2.390101207317184e-10
1.5631155685768227e-10
239.71484149545324
